scenario_id,config,dataset_id,dataset_role,clinical_accuracy,patient_centeredness,safety,citation_correctness,hallucination,clinical_harm,rationale
CAD-026,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=3 cite=1
CAD-027,cardiorag_full,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=3 cite=9
CAD-027,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=1 cite=7
CAD-027,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=2 cite=1
CAD-027,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=2 cite=1
CAD-031,cardiorag_full,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-031,lightrag_generic,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-031,naive_rag,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-031,vanilla,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-033,cardiorag_full,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=2 cite=6
CAD-033,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=2 cite=10
CAD-033,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=1
CAD-033,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=2 safe_kw=4 emp_kw=2 cite=1
CAD-034,cardiorag_full,dev-guideline-internal,development,4,3,5,5,False,False,heur: acc_kw=7 safe_kw=6 emp_kw=2 cite=10
CAD-034,lightrag_generic,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=4 safe_kw=4 emp_kw=2 cite=8
CAD-034,naive_rag,dev-guideline-internal,development,2,3,5,2,False,False,heur: acc_kw=1 safe_kw=6 emp_kw=2 cite=1
CAD-034,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=2 cite=1
CAD-035,cardiorag_full,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=1 cite=5
CAD-035,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=6 safe_kw=3 emp_kw=1 cite=7
CAD-035,naive_rag,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=2 cite=1
CAD-035,vanilla,dev-guideline-internal,development,3,3,4,2,False,False,heur: acc_kw=4 safe_kw=4 emp_kw=2 cite=1
CAD-037,cardiorag_full,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=5 safe_kw=4 emp_kw=3 cite=10
CAD-037,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=2 cite=5
CAD-037,naive_rag,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=4 safe_kw=5 emp_kw=3 cite=6
CAD-037,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=2 safe_kw=5 emp_kw=2 cite=1
CAD-038,cardiorag_full,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=3 cite=7
CAD-038,lightrag_generic,dev-guideline-internal,development,2,3,3,4,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=3
CAD-038,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=3 cite=1
CAD-038,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=3 cite=1
CAD-039,cardiorag_full,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-039,lightrag_generic,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-039,naive_rag,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-039,vanilla,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
CAD-040,cardiorag_full,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=4 safe_kw=5 emp_kw=2 cite=5
CAD-040,lightrag_generic,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=3 safe_kw=5 emp_kw=2 cite=4
CAD-040,naive_rag,dev-guideline-internal,development,3,3,5,2,False,False,heur: acc_kw=3 safe_kw=6 emp_kw=3 cite=1
CAD-040,vanilla,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=2 safe_kw=5 emp_kw=1 cite=1
HF-001,cardiorag_full,dev-guideline-internal,development,3,3,5,5,False,False,heur: acc_kw=5 safe_kw=6 emp_kw=2 cite=5
HF-001,lightrag_generic,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=5 safe_kw=4 emp_kw=3 cite=7
HF-001,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=3 cite=1
HF-001,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=2 cite=1
HF-002,cardiorag_full,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=3 cite=6
HF-002,lightrag_generic,dev-guideline-internal,development,4,3,3,4,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=2 cite=3
HF-002,naive_rag,dev-guideline-internal,development,4,4,3,2,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=5 cite=1
HF-002,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=2 cite=1
HF-003,cardiorag_full,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=3 cite=11
HF-003,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=6 safe_kw=3 emp_kw=1 cite=5
HF-003,naive_rag,dev-guideline-internal,development,3,2,3,2,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=1 cite=1
HF-003,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=2 cite=1
HF-004,cardiorag_full,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=3 cite=7
HF-004,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=10
HF-004,naive_rag,dev-guideline-internal,development,3,2,3,2,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=1 cite=1
HF-004,vanilla,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=2 cite=1
HF-005,cardiorag_full,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=3 cite=12
HF-005,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=10
HF-005,naive_rag,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=3 cite=1
HF-005,vanilla,dev-guideline-internal,development,2,3,5,2,False,False,heur: acc_kw=1 safe_kw=6 emp_kw=2 cite=1
HF-006,cardiorag_full,dev-guideline-internal,development,5,2,3,5,False,False,heur: acc_kw=10 safe_kw=2 emp_kw=1 cite=8
HF-006,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=1 cite=7
HF-006,naive_rag,dev-guideline-internal,development,4,2,3,3,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=1 cite=2
HF-006,vanilla,dev-guideline-internal,development,3,3,3,3,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=2 cite=2
HF-007,cardiorag_full,dev-guideline-internal,development,5,2,3,5,False,False,heur: acc_kw=9 safe_kw=2 emp_kw=1 cite=15
HF-007,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=1 cite=8
HF-007,naive_rag,dev-guideline-internal,development,3,2,3,5,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=1 cite=4
HF-007,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=1
HF-008,cardiorag_full,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=2 cite=5
HF-008,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=2 cite=4
HF-008,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=2 emp_kw=2 cite=1
HF-008,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=2 cite=1
HF-009,cardiorag_full,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=9 safe_kw=2 emp_kw=2 cite=10
HF-009,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=6
HF-009,naive_rag,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=1
HF-009,vanilla,dev-guideline-internal,development,4,3,3,2,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=2 cite=1
HF-010,cardiorag_full,dev-guideline-internal,development,5,2,3,5,False,False,heur: acc_kw=9 safe_kw=2 emp_kw=1 cite=7
HF-010,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=8 safe_kw=3 emp_kw=1 cite=6
HF-010,naive_rag,dev-guideline-internal,development,3,2,3,3,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=1 cite=2
HF-010,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=3 cite=1
HF-011,cardiorag_full,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=3 emp_kw=2 cite=6
HF-011,lightrag_generic,dev-guideline-internal,development,3,3,4,2,False,False,heur: acc_kw=5 safe_kw=4 emp_kw=2 cite=1
HF-011,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=1
HF-011,vanilla,dev-guideline-internal,development,2,2,2,1,False,False,heur: acc_kw=1 safe_kw=1 emp_kw=0 cite=0
HF-012,cardiorag_full,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=9 safe_kw=2 emp_kw=2 cite=12
HF-012,lightrag_generic,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=12 safe_kw=3 emp_kw=2 cite=6
HF-012,naive_rag,dev-guideline-internal,development,4,3,3,2,False,False,heur: acc_kw=6 safe_kw=3 emp_kw=2 cite=1
HF-012,vanilla,dev-guideline-internal,development,3,3,4,2,False,False,heur: acc_kw=3 safe_kw=4 emp_kw=3 cite=1
HF-013,cardiorag_full,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=2 cite=7
HF-013,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=2 cite=7
HF-013,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=2 cite=1
HF-013,vanilla,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=1 safe_kw=5 emp_kw=1 cite=1
HF-014,cardiorag_full,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=10
HF-014,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=3 cite=12
HF-014,naive_rag,dev-guideline-internal,development,5,2,3,5,False,False,heur: acc_kw=10 safe_kw=3 emp_kw=1 cite=9
HF-014,vanilla,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=9 safe_kw=2 emp_kw=2 cite=6
HF-016,cardiorag_full,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=2 cite=4
HF-016,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=2 cite=5
HF-016,naive_rag,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=2 cite=1
HF-016,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=2 cite=1
HF-017,cardiorag_full,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=9 safe_kw=3 emp_kw=2 cite=10
HF-017,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=5
HF-017,naive_rag,dev-guideline-internal,development,3,3,4,2,False,False,heur: acc_kw=4 safe_kw=4 emp_kw=2 cite=1
HF-017,vanilla,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=2 safe_kw=4 emp_kw=1 cite=1
HF-018,cardiorag_full,dev-guideline-internal,development,4,4,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=4 cite=8
HF-018,lightrag_generic,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=10 safe_kw=2 emp_kw=2 cite=6
HF-018,naive_rag,dev-guideline-internal,development,3,3,3,3,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=2 cite=2
HF-018,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=3 cite=1
HF-019,cardiorag_full,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=10 safe_kw=2 emp_kw=2 cite=6
HF-019,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=8 safe_kw=3 emp_kw=1 cite=8
HF-019,naive_rag,dev-guideline-internal,development,3,2,3,2,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=1 cite=1
HF-019,vanilla,dev-guideline-internal,development,3,3,4,2,False,False,heur: acc_kw=3 safe_kw=4 emp_kw=2 cite=1
HF-020,cardiorag_full,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=7 safe_kw=3 emp_kw=1 cite=8
HF-020,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=1 cite=6
HF-020,naive_rag,dev-guideline-internal,development,2,2,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=1 cite=1
HF-020,vanilla,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=2 cite=1
HF-021,cardiorag_full,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=10 safe_kw=2 emp_kw=2 cite=10
HF-021,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=6
HF-021,naive_rag,dev-guideline-internal,development,4,3,3,3,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=2
HF-021,vanilla,dev-guideline-internal,development,4,3,4,2,False,False,heur: acc_kw=6 safe_kw=4 emp_kw=2 cite=1
HF-022,cardiorag_full,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=2 cite=8
HF-022,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=1 cite=5
HF-022,naive_rag,dev-guideline-internal,development,3,3,3,3,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=2 cite=2
HF-022,vanilla,dev-guideline-internal,development,3,3,4,3,False,False,heur: acc_kw=4 safe_kw=4 emp_kw=2 cite=2
HF-023,cardiorag_full,dev-guideline-internal,development,4,4,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=4 cite=10
HF-023,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=2 cite=7
HF-023,naive_rag,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=3 cite=1
HF-023,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=2 cite=1
HF-024,cardiorag_full,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=1 cite=12
HF-024,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=2 cite=4
HF-024,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=3 cite=1
HF-024,vanilla,dev-guideline-internal,development,2,3,5,2,False,False,heur: acc_kw=2 safe_kw=6 emp_kw=2 cite=1
HF-026,cardiorag_full,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=2 cite=8
HF-026,lightrag_generic,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=4 safe_kw=5 emp_kw=2 cite=5
HF-026,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=2 cite=1
HF-026,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=2 cite=1
HF-027,cardiorag_full,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=9 safe_kw=2 emp_kw=2 cite=9
HF-027,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=4
HF-027,naive_rag,dev-guideline-internal,development,3,2,3,3,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=1 cite=2
HF-027,vanilla,dev-guideline-internal,development,3,3,4,2,False,False,heur: acc_kw=3 safe_kw=4 emp_kw=3 cite=1
HF-028,cardiorag_full,dev-guideline-internal,development,5,3,3,5,False,False,heur: acc_kw=12 safe_kw=3 emp_kw=2 cite=5
HF-028,lightrag_generic,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=8 safe_kw=3 emp_kw=1 cite=5
HF-028,naive_rag,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=2 cite=7
HF-028,vanilla,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=3 cite=1
HF-029,cardiorag_full,dev-guideline-internal,development,5,2,3,5,False,False,heur: acc_kw=9 safe_kw=2 emp_kw=1 cite=13
HF-029,lightrag_generic,dev-guideline-internal,development,5,2,3,5,False,False,heur: acc_kw=11 safe_kw=2 emp_kw=1 cite=5
HF-029,naive_rag,dev-guideline-internal,development,3,3,3,3,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=2
HF-029,vanilla,dev-guideline-internal,development,5,3,4,3,False,False,heur: acc_kw=9 safe_kw=4 emp_kw=2 cite=2
HF-031,cardiorag_full,dev-guideline-internal,development,4,2,4,5,False,False,heur: acc_kw=6 safe_kw=5 emp_kw=1 cite=6
HF-031,lightrag_generic,dev-guideline-internal,development,3,2,3,4,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=1 cite=3
HF-031,naive_rag,dev-guideline-internal,development,2,2,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=1 cite=1
HF-031,vanilla,dev-guideline-internal,development,2,2,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=1 cite=1
HF-032,cardiorag_full,dev-guideline-internal,development,3,2,4,5,False,False,heur: acc_kw=4 safe_kw=5 emp_kw=1 cite=7
HF-032,lightrag_generic,dev-guideline-internal,development,2,2,3,5,False,False,heur: acc_kw=2 safe_kw=2 emp_kw=1 cite=6
HF-032,naive_rag,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=2 safe_kw=5 emp_kw=1 cite=1
HF-032,vanilla,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=2 safe_kw=4 emp_kw=1 cite=1
HF-033,cardiorag_full,dev-guideline-internal,development,3,3,5,5,False,False,heur: acc_kw=4 safe_kw=6 emp_kw=2 cite=7
HF-033,lightrag_generic,dev-guideline-internal,development,2,3,4,3,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=2 cite=2
HF-033,naive_rag,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=2 safe_kw=4 emp_kw=1 cite=1
HF-033,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=2 cite=1
HF-034,cardiorag_full,dev-guideline-internal,development,5,3,4,5,False,False,heur: acc_kw=10 safe_kw=4 emp_kw=2 cite=10
HF-034,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=3 emp_kw=3 cite=5
HF-034,naive_rag,dev-guideline-internal,development,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=3 cite=1
HF-034,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=2 safe_kw=4 emp_kw=3 cite=1
HF-035,cardiorag_full,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
HF-035,lightrag_generic,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
HF-035,naive_rag,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
HF-035,vanilla,dev-guideline-internal,development,3,3,5,1,False,False,Blocked by guardrail
HF-037,cardiorag_full,dev-guideline-internal,development,4,2,3,5,False,False,heur: acc_kw=7 safe_kw=3 emp_kw=1 cite=11
HF-037,lightrag_generic,dev-guideline-internal,development,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=2 cite=6
HF-037,naive_rag,dev-guideline-internal,development,2,2,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=1 cite=1
HF-037,vanilla,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=1 safe_kw=3 emp_kw=2 cite=1
HF-039,cardiorag_full,dev-guideline-internal,development,4,3,4,5,False,False,heur: acc_kw=6 safe_kw=4 emp_kw=2 cite=6
HF-039,lightrag_generic,dev-guideline-internal,development,2,2,4,4,False,False,heur: acc_kw=1 safe_kw=5 emp_kw=1 cite=3
HF-039,naive_rag,dev-guideline-internal,development,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=2 cite=1
HF-039,vanilla,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=1 cite=1
HF-040,cardiorag_full,dev-guideline-internal,development,3,3,4,5,False,False,heur: acc_kw=5 safe_kw=4 emp_kw=2 cite=6
HF-040,lightrag_generic,dev-guideline-internal,development,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=8
HF-040,naive_rag,dev-guideline-internal,development,2,2,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=1 cite=1
HF-040,vanilla,dev-guideline-internal,development,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=5 emp_kw=2 cite=1
AF-004,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,4,3,5,False,False,heur: acc_kw=3 safe_kw=2 emp_kw=4 cite=8
AF-004,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,4,5,False,False,heur: acc_kw=5 safe_kw=4 emp_kw=2 cite=4
AF-004,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=4 safe_kw=3 emp_kw=2 cite=1
AF-004,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,4,2,False,False,heur: acc_kw=4 safe_kw=5 emp_kw=2 cite=1
AF-009,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,2,3,5,False,False,heur: acc_kw=7 safe_kw=2 emp_kw=1 cite=12
AF-009,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=8 safe_kw=2 emp_kw=2 cite=11
AF-009,naive_rag,heldout-guideline-synthetic,held_out_synthetic,4,2,3,3,False,False,heur: acc_kw=7 safe_kw=3 emp_kw=1 cite=2
AF-009,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,2,3,2,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=1 cite=1
AF-017,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=2 cite=9
AF-017,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=2 emp_kw=2 cite=6
AF-017,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,2,3,2,False,False,heur: acc_kw=4 safe_kw=2 emp_kw=1 cite=1
AF-017,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,2,3,3,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=1 cite=2
AF-023,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,4,3,3,5,False,False,heur: acc_kw=6 safe_kw=3 emp_kw=3 cite=8
AF-023,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=3 emp_kw=2 cite=6
AF-023,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,3,2,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=2 cite=1
AF-023,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,4,2,False,False,heur: acc_kw=3 safe_kw=4 emp_kw=2 cite=1
AF-027,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=3 cite=5
AF-027,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,3,4,False,False,heur: acc_kw=3 safe_kw=3 emp_kw=2 cite=3
AF-027,naive_rag,heldout-guideline-synthetic,held_out_synthetic,2,3,3,2,False,False,heur: acc_kw=2 safe_kw=3 emp_kw=3 cite=1
AF-027,vanilla,heldout-guideline-synthetic,held_out_synthetic,2,3,4,2,False,False,heur: acc_kw=1 safe_kw=4 emp_kw=2 cite=1
AF-032,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-032,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-032,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-032,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-037,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-037,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-037,naive_rag,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-037,vanilla,heldout-guideline-synthetic,held_out_synthetic,3,3,5,1,False,False,Blocked by guardrail
AF-038,cardiorag_full,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=3 cite=9
AF-038,lightrag_generic,heldout-guideline-synthetic,held_out_synthetic,3,3,3,5,False,False,heur: acc_kw=5 safe_kw=2 emp_kw=2 cite=7
